weight,value
40,93
42,91
32,78
17,65
19,22
43,75
16,76
11,38
21,50
33,69
2,62
15,82
14,95
36,32
46,33
15,94
39,21
37,94
46,76
11,67
34,61
8,85
20,11
25,80
47,64
50,50
16,77
18,55
30,39
48,57
31,13
15,96
43,95
29,26
33,100
14,32
7,49
46,49
16,37
14,13
38,19
7,51
17,34
12,88
1,95
48,40
11,12
30,86
1,48
32,59
45,100
34,99
12,41
8,38
1,12
26,70
44,87
40,34
16,66
33,27
32,99
33,72
45,24
4,59
20,55
49,92
45,11
30,20
1,27
12,74
35,19
35,59
8,87
5,15
22,26
37,63
21,30
10,94
34,24
28,21
27,65
42,49
43,16
23,40
21,21
3,25
39,20
39,29
36,63
47,57
45,66
50,33
30,56
28,28
46,51
17,36
16,80
30,61
23,84
21,63
29,49
20,25
41,23
7,19
1,33
13,71
10,78
24,78
21,70
18,91
14,95
19,90
2,33
31,53
17,33
19,67
11,35
40,87
42,59
2,60
15,82
19,20
23,67
29,42
30,50
31,89
46,55
31,75
40,19
31,56
17,73
42,68
50,13
43,75
35,53
31,88
42,25
26,32
4,67
14,68
46,63
5,71
30,28
35,71
37,60
8,27
7,16
21,51
3,24
22,86
38,42
11,21
49,36
29,80
46,68
12,40
37,19
17,29
32,28
31,86
48,18
16,47
26,68
30,73
14,10
8,99
13,10
26,88
35,22
2,45
10,22
46,12
25,29
37,21
25,96
34,28
40,74
4,70
10,84
50,73
22,27
26,85
50,52
12,60
7,62
41,100
30,96
19,15
50,46
26,88
45,46
24,12
9,96
29,79
35,40
33,60
40,42
36,53
32,69
21,28
10,10
12,33
12,71
1,79
29,56
12,19
25,79
30,21
44,45
45,27
15,31
7,91
39,81
8,31
38,29
31,22
17,86
17,71
32,23
47,63
38,47
32,88
40,53
9,19
12,63
10,34
33,49
39,17
30,16
19,65
17,40
44,81
3,29
3,14
16,67
7,48
47,41
23,64
12,18
45,53
21,10
23,59
21,71
19,32
1,47
33,25
46,37
16,74
29,99
44,37
41,88
29,53
6,82
23,71
18,16
24,43
7,13
19,11
14,36
39,59
22,38
35,70
48,57
39,20
35,72
33,91
1,60
19,85
46,73
38,23
42,89
35,78
33,33
19,100
39,23
4,73
26,78
23,51
32,93
1,31
41,53
3,85
20,36
13,88
22,26
5,34
14,92
4,49
33,32
50,59
31,54
25,54
48,53
4,15
6,88
39,30
44,99
30,32
34,81
43,81
19,18
14,34
9,89
49,89
8,57
50,82
3,10
12,22
9,34
15,73
47,99
33,67
10,76
28,42
26,18
34,27
3,73
25,62
30,96
21,19
2,42
46,16
16,86
30,61
28,51
43,58
37,57
13,30
4,12
26,48
22,69
6,57
4,33
9,54
38,56
30,69
42,47
8,87
48,57
24,56
2,30
37,86
18,52
21,84
7,28
38,27
30,94
21,10
32,57
32,39
26,94
29,11
34,76
40,74
23,34
12,56
40,49
21,13
2,30
4,95
32,87
33,96
23,85
16,15
4,60
33,23
34,12
32,76
2,44
37,82
19,19
31,75
22,91
8,88
7,38
4,61
18,21
16,51
44,42
30,98
43,18
8,91
16,79
48,65
3,31
20,33
22,46
5,92
26,84
29,64
3,32
22,91
24,14
22,71
11,99
39,83
15,33
39,66
34,40
5,65
33,15
23,79
34,93
47,95
20,89
15,68
13,17
9,80
33,37
40,49
37,95
34,42
12,95
27,17
37,92
13,28
42,50
17,62
34,84
20,58
6,49
18,33
1,89
16,69
25,78
2,47
14,54
49,25
36,34
46,18
23,64
1,79
35,74
13,30
42,90
33,12
6,62
41,59
31,58
33,98
27,54
21,82
50,35
27,66
29,58
7,37
48,21
15,90
13,72
17,59
4,56
10,83
47,59
30,31
21,52
49,84
26,39
19,94
17,67
16,46
24,47
47,43
11,53
50,50
17,45
29,35
31,60
38,35
19,70
32,83
25,96
15,28
20,36
47,41
33,45
1,98
50,16
11,15
22,82
46,17
5,39
14,31
7,49
41,76
15,64
22,32
37,65
49,97
11,63
27,14
41,34
41,69
47,78
28,18
23,71
24,47
11,21
31,86
37,60
17,96
27,65
24,84
12,56
37,56
10,82
23,75
10,29
9,91
30,70
44,10
14,77
50,53
16,72
14,21
35,95
41,45
27,20
49,65
41,42
42,15
23,52
39,82
17,100
50,22
7,32
13,66
50,59
24,82
16,58
3,11
29,19
2,22
23,23
41,64
35,94
31,61
3,41
28,94
4,63
13,78
36,49
7,74
10,52
42,65
21,70
6,35
6,56
25,60
22,27
11,84
12,44
34,30
19,26
33,41
35,28
24,95
3,86
23,67
3,57
44,49
5,96
33,66
30,71
43,34
30,86
13,36
34,23
11,65
36,11
34,25
41,98
40,91
27,85
8,99
38,88
7,72
4,72
13,11
18,74
40,81
28,36
47,43
28,31
24,67
11,75
3,43
50,47
49,70
10,22
43,54
42,67
25,39
2,15
33,87
34,65
31,14
4,78
38,28
8,59
42,88
22,41
24,73
6,88
37,19
9,59
34,99
40,95
44,20
32,87
18,55
8,42
38,19
8,36
44,43
36,48
20,71
28,56
24,25
5,35
42,41
8,82
13,12
43,23
33,25
20,95
4,84
45,56
37,84
4,58
16,50
17,69
7,18
4,23
10,75
33,43
45,42
7,68
26,61
33,31
43,60
46,60
7,76
37,42
44,55
43,77
48,16
34,13
21,18
21,55
38,24
24,33
42,73
20,38
6,99
33,84
27,43
5,56
17,71
26,96
37,100
25,30
35,98
23,42
20,59
50,59
2,84
26,17
1,60
29,82
24,68
46,45
5,86
18,90
50,33
1,29
19,59
50,86
23,83
19,50
39,99
17,51
6,87
15,36
33,59
7,84
25,47
36,25
33,14
11,85
12,68
8,63
17,87
40,64
42,32
6,21
49,72
27,54
24,40
26,89
20,15
50,81
32,68
50,41
30,96
8,26
23,77
43,93
29,91
28,11
26,84
19,90
23,100
23,68
16,11
20,18
8,55
31,11
37,51
4,17
35,80
1,25
25,65
36,62
7,21
39,94
4,66
18,68
20,81
20,90
28,24
22,66
17,97
28,83
45,56
8,49
34,25
40,46
29,65
31,65
15,70
40,40
41,29
34,93
44,63
11,49
35,23
50,38
4,94
28,50
28,19
1,47
14,57
45,44
10,67
47,31
35,45
23,25
41,92
13,25
24,64
22,46
42,34
19,83
38,73
24,95
5,37
28,73
39,23
37,58
30,26
2,27
27,67
33,20
41,95
27,12
26,17
46,64
35,29
45,90
36,73
5,10
41,11
42,50
29,25
47,61
15,92
27,13
34,67
22,45
16,52
47,83
1,98
41,100
13,37
21,96
43,76
6,31
8,23
36,21
25,96
29,38
44,73
32,91
37,62
30,26
28,64
36,49
24,85
1,29
11,36
16,42
37,48
11,39
2,80
9,16
37,97
40,80
19,38
32,89
7,87
34,35
46,18
19,83
48,19
2,70
40,47
16,10
36,54
21,98
14,20
39,70
39,43
33,82
19,83
47,47
47,53
13,73
1,60
9,22
4,22
43,75
41,54
33,14
43,33
13,37
13,91
5,47
37,53
5,99
7,25
38,64
40,15
43,82
20,11
32,63
34,61
39,28
6,71
15,79
17,20
33,92
6,70
33,97
11,45
16,61
29,11
44,12
39,38
3,39
43,35
46,24
32,27
42,64
35,59
15,38
42,45
42,42
34,60
3,76
42,26
27,19
30,87
36,75
4,22
48,66
20,44
44,80
13,98
39,18
11,83
21,55
33,79
17,23
41,49
20,88
22,64
16,88
49,58
40,57
10,11
49,25
13,86
8,100
44,64
42,66
6,70
49,76
40,30
44,49
38,58
17,48
19,96
19,100
2,78
43,84
9,88
2,87
23,20
28,45
26,59
25,18
35,67
4,68
48,55
40,35
12,64
36,22
38,20
45,38
26,30
16,13
29,16
9,21
48,91
11,76
50,95
16,28
38,98
24,67
32,37
24,34
32,34
43,88
42,57
33,92
31,95
35,33
36,70
40,55
41,85
21,11
1,61
38,61
29,56
44,85
36,23
24,18
16,16
25,78
45,88
47,79
16,68
35,47
16,91
24,95
16,77
15,10
44,74
50,38
3,44
26,53
37,85
14,100
7,42
5,58
25,17
12,23
45,90
8,62
35,62
17,73
35,50
23,69
22,34
41,57
22,100
5,89
50,87
21,64
32,45
42,24
16,25
4,28
18,45
18,27
17,73
38,27
29,91
26,57
33,94
1,15
9,91
27,75
46,58
4,88
42,84
38,47
37,74
46,94
7,100
37,47
3,84
2,93
38,14
42,49
45,44
31,51
4,74
33,56
15,61
37,100
27,14
28,58
15,91
24,96
7,90
21,24
13,14
12,20
28,88
16,59
24,55
42,89
16,90
2,53
22,52
17,61
46,66
5,99
12,66
8,88
10,30
44,16
49,43
36,57
8,29
36,46
42,38
39,80
44,20
25,80
20,45
14,78
36,19
38,37
6,98
9,30
11,24
4,30
8,32
33,35
15,78
49,13
24,29
45,73
13,83
34,41
23,37
23,27
10,44
49,17
40,39
28,59
8,12
23,62
35,13
14,77
4,95
35,80
44,39
2,67
11,55
29,85
39,27
14,32
23,23
12,64
22,76
5,62
4,97
20,51
4,45
40,25
34,68
10,75
19,75
25,55
38,65
7,97
29,44
22,59
25,31
21,41
29,70
15,85
45,86
32,69
31,87
33,32
7,79
20,17
9,65
8,91
11,83
21,63
9,10
12,95
26,47
15,41
3,11
5,52
13,59
13,52
4,67
37,37
22,15
10,55
38,14
2,19
40,32
48,90
3,45
30,24
4,15
25,70
12,62
13,13
34,56
16,30
47,20
13,61
30,22
26,39
17,73
9,62
30,58
1,20
10,66
16,64
30,67
10,55
11,96
4,61
28,68
13,86
10,95
28,32
40,56
41,86
15,60
10,51
34,86
29,59
29,14
44,28
3,76
33,87
8,40
46,26
14,17
34,73
1,76
50,69
29,59
2,89
18,19
26,64
47,30
40,96
48,43
32,47
4,39
34,93
30,75
23,64
50,74
38,37
29,17
20,67
30,85
3,10
2,71
37,13
9,83
6,77
35,86
34,86
14,89
6,82
33,51
25,67
9,33
21,46
35,88
33,72
22,42
16,100
19,34
36,80
41,53
21,82
49,32
13,49
46,65
48,65
23,45
47,25
50,86
9,19
23,81
1,27
32,30
13,49
13,11
20,16
42,43
42,40
29,70
11,28
24,29
6,60
12,93
6,15
36,56
47,46
2,53
29,37
36,25
45,65
6,95
32,91
48,46
6,30
14,15
22,10
39,84
25,55
29,13
15,96
17,20
27,46
39,96
50,57
33,56
41,34
44,22
41,12
19,53
47,44
26,89
24,39
24,49
18,99
47,11
35,89
2,14
6,17
19,72
12,19
28,74
39,79
49,35
39,45
4,81
15,47
11,91
1,40
37,13
38,33
1,44
50,95
15,75
27,73
48,79
50,92
41,81
45,98
32,25
17,32
49,48
15,26
45,84
7,25
40,70
6,25
33,95
22,17
7,59
29,14
49,87
11,48
12,92
2,94
46,26
20,87
21,24
10,35
47,45
29,19
1,49
45,32
10,24
19,76
29,64
36,19
32,22
10,17
20,65
48,45
46,44
5,81
24,30
10,25
28,51
48,83
49,56
47,78
14,64
8,37
37,91
6,74
32,64
33,25
37,100
20,55
12,68
21,74
12,84
3,11
9,88
23,60
8,87
37,44
2,100
18,95
4,65
35,41
44,74
45,12
23,97
30,71
26,53
15,15
3,45
28,35
13,74
33,57
41,63
10,43
42,30
9,46
21,100
25,23
17,61
9,58
15,36
49,82
11,54
5,58
10,59
32,38
37,86
12,26
30,83
16,87
20,59
39,76
50,42
48,38
6,53
35,59
25,15
25,45
35,81
9,10
39,92
37,45
16,43
6,55
33,56
11,93
46,90
28,36
47,18
24,86
32,19
13,15
18,89
32,72
49,14
43,33
11,12
33,83
14,74
24,93
49,35
44,74
23,99
2,53
25,57
38,99
17,80
21,30
17,54
40,57
31,99
24,67
34,30
8,53
45,43
37,68
41,31
50,73
47,50
15,36
20,58
39,63
38,64
1,83
23,38
49,81
35,94
17,18
50,59
27,67
8,28
25,27
48,69
47,16
45,64
10,50
32,78
28,21
26,16
50,33
19,50
24,72
42,16
18,42
2,73
43,54
15,10
13,12
26,39
35,82
25,74
36,18
29,55
31,24
1,98
1,14
50,75
4,96
11,58
43,27
31,31
15,93
15,95
43,69
23,21
14,15
19,71
14,85
20,65
36,53
20,68
40,17
48,96
25,17
20,57
13,47
12,89
40,59
29,29
19,70
33,51
8,80
35,33
17,36
22,74
40,58
47,71
15,83
40,79
48,39
37,15
9,25
10,85
11,46
40,81
34,18
36,61
33,97
31,17
34,88
40,97
49,54
16,88
34,86
19,12
46,88
37,93
26,15
6,27
12,62
34,98
10,31
37,83
23,12
22,58
27,50
11,48
46,97
44,36
10,30
39,96
38,51
4,53
5,53
16,53
40,61
47,22
7,40
6,35
36,83
26,94
7,73
11,46
46,12
41,40
23,16
44,88
17,90
18,15
17,86
25,58
4,18
15,21
48,14
41,78
41,48
45,77
8,51
29,77
16,17
23,57
49,73
15,20
31,86
17,72
39,31
50,72
47,24
15,86
8,74
22,77
36,66
47,55
23,75
35,32
23,65
45,97
18,77
9,75
10,72
2,25
2,17
24,66
25,42
17,55
45,42
4,37
26,78
35,23
17,14
10,71
21,72
36,76
33,95
43,96
19,78
16,80
14,35
39,97
28,86
35,78
29,21
48,65
39,85
40,61
23,12
31,47
21,26
41,25
21,42
34,66
20,23
33,53
47,25
8,24
12,96
4,25
40,74
15,41
48,99
40,45
23,59
20,59
31,30
5,94
26,19
9,60
48,13
27,54
11,62
50,13
16,29
8,10
3,68
29,54
31,56
13,69
34,32
32,77
41,70
36,14
24,90
26,87
33,77
34,51
7,91
15,48
13,69
46,27
48,36
6,57
42,34
6,17
32,63
42,90
29,99
2,36
12,32
10,17
41,46
42,57
47,19
31,56
17,10
14,41
39,83
46,70
44,99
28,16
38,68
14,87
45,31
42,58
9,51
16,92
32,13
2,56
38,55
23,98
8,58
12,67
15,48
1,13
12,20
19,13
3,82
46,62
18,97
18,93
31,36
3,65
6,53
39,56
3,44
48,73
24,73
13,82
4,72
10,36
42,85
10,11
24,64
1,61
32,56
9,24
30,84
37,81
1,29
9,39
18,52
39,29
44,28
17,82
50,70
12,63
39,74
42,94
49,20
36,88
20,19
20,55
29,26
22,72
40,14
34,18
26,99
43,94
32,38
12,26
34,66
7,86
15,94
23,95
34,76
19,83
20,99
21,10
1,17
23,49
27,68
43,20
1,26
35,60
13,30
20,60
4,94
44,47
46,41
13,59
34,32
3,61
43,64
25,13
37,27
32,14
15,80
32,43
18,71
17,48
5,21
24,97
45,99
37,95
6,90
32,89
30,88
35,14
25,11
7,96
31,69
29,10
47,32
5,85
2,62
11,29
40,82
3,61
6,90
3,67
46,41
12,66
5,28
16,47
2,23
43,44
10,82
49,33
21,39
43,86
26,57
16,42
48,84
17,97
19,66
32,25
4,77
49,81
43,11
17,74
28,74
43,81
23,31
39,58
40,67
35,47
31,14
49,88
38,56
34,80
30,44
5,55
47,46
32,76
40,17
17,91
19,56
40,49
10,98
25,32
34,11
13,67
13,43
30,88
32,35
45,16
26,29
42,35
3,91
34,89
1,39
20,64
39,66
29,34
34,80
29,83
19,84
27,69
24,22
36,87
32,10
2,70
48,56
29,40
10,58
17,88
30,80
17,16
39,16
5,35
3,76
31,75
31,86
42,69
1,23
43,86
18,91
17,43
35,75
43,63
37,40
13,76
12,78
10,54
13,92
43,59
38,25
38,63
21,58
17,91
21,18
38,34
28,38
10,98
35,50
2,68
2,43
43,33
21,100
46,33
33,60
8,83
31,66
21,41
37,100
16,78
2,62
12,11
47,68
32,69
34,15
14,31
9,72
24,98
17,58
38,15
34,91
35,10
15,23
42,54
47,75
48,26
25,17
31,92
37,79
19,47
37,11
10,14
30,53
1,65
20,40
39,66
11,93
8,10
1,66
8,58
18,57
50,62
39,74
43,46
36,85
13,46
39,24
37,38
19,28
28,67
34,24
44,97
40,26
43,25
18,76
5,100
4,64
19,55
49,60
19,36
3,20
36,76
5,98
49,45
8,86
18,74
1,47
23,25
15,28
15,31
50,20
47,90
16,10
25,87
46,90
49,94
41,47
5,60
3,82
23,79
23,71
17,64
47,90
11,20
34,66
46,38
7,31
39,60
49,62
29,39
45,67
11,31
3,71
42,29
21,40
10,51
19,69
49,21
15,61
4,56
41,76
34,30
11,75
43,51
46,44
17,34
47,63
44,69
43,26
10,56
28,37
21,98
38,85
9,68
39,66
37,57
16,92
30,42
10,15
10,46
25,82
50,73
20,91
27,42
8,75
5,24
23,93
6,22
19,89
32,58
29,69
48,43
31,21
50,61
42,12
28,100
25,88
4,88
17,58
27,43
36,61
14,29
6,91
16,89
49,46
3,24
40,31
30,12
41,94
27,12
32,87
36,40
36,17
4,18
44,34
21,39
35,55
44,42
50,33
45,16
24,76
11,100
48,11
32,48
31,82
34,21
33,68
28,54
24,63
26,69
46,14
40,56
50,83
32,58
37,46
24,50
1,53
37,66
35,97
32,90
14,37
27,20
9,81
34,67
15,15
27,56
12,87
12,54
29,58
40,59
17,52
34,74
37,42
5,83
11,75
30,70
32,76
26,87
13,36
44,56
14,47
10,57
25,38
28,11
12,16
21,90
6,78
47,45
29,26
30,15
18,76
35,63
30,55
8,28
11,75
24,85
14,27
15,37
41,24
14,41
46,62
29,68
20,56
37,36
21,81
34,72
46,15
16,38
20,78
17,11
37,75
4,34
36,63
16,54
20,86
47,88
14,29
30,83
37,74
45,80
25,43
47,84
40,48
18,96
50,86
15,16
14,29
15,52
36,38
34,87
10,15
3,40
39,70
48,34
37,59
13,53
44,45
49,90
12,56
24,20
34,55
25,37
32,22
23,28
1,59
19,70
11,28
20,72
6,93
45,47
49,73
46,92
12,40
32,53
11,54
1,77
16,47
3,82
49,68
11,84
9,23
31,19
32,81
12,17
17,88
9,39
1,14
28,16
20,43
50,45
10,32
21,13
9,33
33,93
29,75
3,70
27,20
29,20
50,75
26,54
45,49
42,14
7,18
32,50
10,81
6,94
6,26
6,35
47,22
14,63
46,55
39,46
20,97
24,72
13,40
36,37
25,17
26,57
32,38
48,28
38,98
4,34
22,26
5,18
41,31
27,76
31,40
5,90
43,23
27,56
40,57
17,83
17,100
4,40
29,53
23,57
39,73
11,13
12,55
30,28
3,49
30,54
10,43
31,86
8,57
42,87
8,82
46,76
9,24
21,90
31,95
12,46
22,49
37,92
49,45
16,37
1,80
18,30
13,56
20,29
37,39
3,82
27,19
30,22
29,100
10,94
43,37
30,11
8,41
47,44
37,27
35,73
17,31
11,40
38,47
8,26
1,26
15,71
48,80
5,30
24,12
24,16
27,50
28,90
24,70
22,75
34,97
42,42
1,97
17,83
37,60
26,41
27,12
16,36
37,18
39,33
31,35
23,93
15,33
42,43
26,28
20,40
46,88
17,11
9,54
9,62
46,24
10,96
47,96
18,42
38,95
41,43
50,70
2,27
20,84
2,42
11,100
3,97
26,73
44,75
9,88
21,73
23,64
19,93
44,67
4,43
2,58
30,72
9,64
32,85
22,78
44,21
16,42
16,61
46,52
22,32
2,87
21,27
36,36
42,23
19,39
43,79
43,26
38,41
33,74
48,35
50,46
34,50
45,51
5,59
30,94
18,89
4,17
40,34
12,87
1,17
18,12
47,85
23,48
14,16
17,92
22,87
18,52
37,89
45,47
4,46
23,62
36,21
40,55
22,23
31,34
1,72
12,24
12,54
42,39
6,63
33,56
21,67
34,53
32,37
18,91
14,48
39,20
50,41
49,19
18,26
44,36
46,17
44,88
50,50
5,18
25,79
35,95
48,37
36,18
19,16
50,23
45,92
14,64
1,10
30,67
8,93
2,89
40,85
33,39
36,44
7,88
39,25
36,87
7,63
1,24
1,26
25,59
37,56
42,78
32,94
33,27
48,73
46,24
8,58
19,68
11,31
12,53
27,97
23,90
48,67
12,28
36,55
2,42
44,15
9,10
20,39
43,32
17,67
22,90
36,40
19,73
23,37
50,22
26,50
9,89
43,78
44,21
40,76
25,71
36,67
40,96
22,62
4,94
15,90
39,18
10,22
38,84
40,15
45,17
36,10
37,100
29,57
36,83
37,24
36,51
28,50
7,74
28,89
40,86
49,28
17,68
38,48
1,52
25,65
39,24
34,97
24,40
42,27
31,17
9,49
40,37
3,17
8,52
17,92
6,68
49,28
21,96
2,41
18,84
2,84
14,77
26,49
29,94
16,71
1,27
5,70
33,29
25,32
38,15
37,55
5,42
35,11
47,69
16,82
1,68
50,15
9,11
32,66
29,89
16,80
17,31
27,78
1,94
41,23
29,92
40,88
5,69
35,95
19,69
18,20
20,64
10,69
26,32
43,39
29,85
25,21
38,82
10,72
8,46
47,14
28,14
32,68
40,80
33,24
20,61
12,76
34,92
15,21
37,57
9,76
48,46
23,15
2,62
12,28
18,57
32,99
45,14
2,25
48,12
23,32
6,32
9,55
45,63
25,42
21,86
8,21
12,74
44,91
21,86
15,19
37,88
3,64
33,30
6,85
36,33
34,26
33,76
12,73
35,83
27,28
11,61
23,44
22,44
26,41
9,60
46,39
9,40
19,56
15,83
26,32
2,75
18,69
40,88
8,32
48,70
35,90
22,63
40,24
43,22
16,55
13,12
26,12
38,45
13,92
13,55
26,32
7,82
31,82
35,86
32,14
2,33
22,20
2,90
29,61
35,78
20,70
37,68
26,31
11,43
25,75
42,57
23,54
38,60
22,18
21,47
10,18
6,19
15,59
6,10
8,81
41,13
21,59
45,55
12,47
16,63
12,60
17,61
50,68
38,48
17,78
6,52
39,77
48,78
4,75
22,70
6,47
40,93
44,45
7,21
32,69
5,69
4,56
32,80
32,64
43,31
35,15
41,97
28,80
39,16
23,22
39,66
31,67
36,95
17,94
32,11
32,21
38,58
20,40
20,86
11,35
3,29
20,34
20,23
37,31
6,88
3,78
15,40
24,18
4,71
34,30
21,74
22,97
24,64
5,77
47,66
5,26
27,39
16,30
36,94
13,36
32,61
22,80
39,40
34,77
3,62
8,47
45,96
14,23
31,98
13,36
44,48
17,67
36,59
3,26
41,96
40,36
2,13
20,90
20,81
50,86
5,100
34,50
8,77
23,80
12,91
31,58
36,99
5,29
50,39
49,39
23,93
3,57
20,28
26,69
46,16
29,37
20,61
5,56
7,74
50,15
11,37
39,59
36,65
40,86
22,51
43,12
31,40
18,54
47,25
26,94
12,57
49,89
12,36
12,74
38,29
43,10
44,39
19,35
22,67
23,24
35,31
45,95
33,45
15,88
45,83
16,44
4,30
23,87
39,77
9,15
14,62
31,93
40,20
38,28
10,78
17,53
38,26
9,11
36,86
5,90
43,72
23,71
21,41
2,31
13,74
2,16
5,92
19,13
22,62
36,30
35,33
50,65
9,68
27,83
7,24
16,97
32,98
40,53
12,64
31,81
10,35
36,41
47,43
42,48
42,22
49,51
12,28
40,12
12,93
10,67
45,54
45,58
8,62
2,10
17,97
13,12
19,70
3,17
23,81
2,21
26,33
31,70
10,46
22,67
7,53
7,53
34,59
16,42
50,73
20,32
27,84
40,41
36,25
13,32
50,93
32,94
31,22
25,16
45,42
9,60
42,61
18,92
33,43
1,39
13,56
18,54
48,71
13,74
38,80
44,51
34,10
9,25
15,85
16,56
5,49
41,98
49,92
35,75
28,55
9,48
11,51
20,61
26,81
27,49
15,63
40,93
15,15
32,28
8,48
36,64
39,71
20,93
43,45
47,21
15,30
33,69
10,96
41,54
42,63
11,99
27,34
49,39
14,59
13,17
45,65
39,17
11,49
40,52
24,83
30,13
9,76
21,74
22,32
1,70
27,99
31,15
30,42
5,31
24,19
6,20
4,60
10,35
7,86
10,75
45,73
24,20
39,83
44,88
24,84
33,100
4,91
47,89
47,80
7,84
39,87
29,19
14,71
24,25
7,10
23,33
24,42
36,87
9,74
3,34
36,40
48,37
5,33
6,46
7,92
24,77
9,48
12,42
3,71
45,85
41,15
28,14
23,53
7,91
22,30
20,52
29,50
28,74
13,61
21,47
31,39
30,67
32,30
47,41
6,19
10,65
28,16
6,59
18,52
38,93
4,47
16,16
34,32
10,82
2,69
26,47
2,95
21,64
24,22
27,78
28,29
34,68
3,60
1,10
20,97
19,97
22,75
31,97
19,96
14,10
11,89
5,27
35,59
28,79
49,38
49,70
45,25
49,78
29,97
42,64
49,69
17,86
49,11
33,56
29,48
20,89
44,28
8,90
2,37
8,15
3,33
40,23
29,22
7,55
44,11
27,22
12,68
33,65
16,14
26,48
49,63
20,97
26,32
20,23
35,52
4,81
31,49
6,36
12,73
29,31
11,19
3,98
17,23
47,52
35,13
4,35
41,13
46,55
22,82
45,46
2,26
44,17
28,93
6,36
29,33
44,23
34,33
28,83
41,20
33,91
24,38
20,60
5,70
27,35
24,10
42,33
28,87
16,53
16,42
35,70
5,40
21,70
17,97
43,73
2,29
26,88
4,34
26,14
3,10
16,28
24,14
6,23
11,48
34,54
50,45
